# T,# M,# J, ,# T,# M,# J,# Was,# Location,# Stadt,# Land,
9,3,2016,11,3,2016,Deutscher Perl-Workshop 2016, ,Nürnberg,Deutschland,http://act.yapc.eu/gpw2016/
9,4,2015,-,12,4,2015,Markt des guten Geschmackshttp://www.messe-stuttgart.de/marktdesgutengeschmacks/,Messe,Stuttgart,Deutschland,
9,4,2015,12,4,2015,Markt des guten Geschmacks,Messe,Stuttgart,Deutschland,http://www.messe-stuttgart.de/marktdesgutengeschmacks/
9,5,2013,-,12,5,2013,LUG Camp, , , ,http://www.lugcamp.org/
9,5,2013,-,12,5,2013,LUG Camphttp://www.lugcamp.org/, , , ,
9,5,2013,12,5,2013,LUG Camp, , , ,http://www.lugcamp.org/
9,5,2014,-,10,5,2014,PM Camp, ,Stuttgart,Deutschland,http://stuttgart.pm-camp.org/
9,5,2014,-,10,5,2014,PM Camphttp://stuttgart.pm-camp.org/, ,Stuttgart,Deutschland,
9,5,2014,10,5,2014,PM Camp, ,Stuttgart,Deutschland,http://stuttgart.pm-camp.org/
9,7,2014,-,13,7,2014,Toorcamphttp://toorcamp.org/,Hobuck Beach Resort,Neah Bay,USA,
9,7,2014,13,7,2014,Toorcamp,Hobuck Beach Resort,Neah Bay,USA,http://toorcamp.org/
9,8,2014,-,9,8,2014,Seenachtfest, ,Konstanz,Deutschland,http://www.seenachtfest.de/
9,8,2014,-,9,8,2014,Seenachtfesthttp://www.seenachtfest.de/, ,Konstanz,Deutschland,
9,8,2014,9,8,2014,Seenachtfest, ,Konstanz,Deutschland,http://www.seenachtfest.de/
99,99,2013,-,23,2,2013,Hamburger Maker-Treffen, ,Hamburg,Deutschland,http://www.hamburger-makertreffen.de/
T,M,J, ,T,M,J,Was,Location,Stadt,Land,Url
